Code,ID,Replicate,Site,Day,Month,Year,Date,Latitude,Longitude,Zone,Type,Depth,Surveyors,Reef,Acanthastrea,Acropora,Alveopora,Astreopora,Caulastraea,Coscinaraea,Cyphastrea,Dendrophyllia,Diploastrea,Echinophyllia,Echinopora,Euphyllia,Favia,Favites,Fungia,Galaxea,Gardineroseris,Goniastrea,Goniopora,Heliofungia,Heliopora,Herpolitha,Hydnophora,Leptastrea,Leptoria,Leptoseris,Lithophyllon,Lobophyllia,Madracis,Merulina,Millepora,Montastraea,Montipora,Mycedium,Oulastrea,Oulophyllia,Oxypora,Pachyseris,Pavona,Pectinia,Physogyra,Platygyra,Plerogyra,Plesiastrea,Pocillopora,Podabacia,Polyphyllia,Porites,Psammocora,Pseudosiderastrea,Scapophyllia,Stylocoeniella,Symphyllia,Trachyphyllia,Tubastraea,Turbinaria,Unknown
CY-N-D0-1989-3-1-T1,SGRET1001-1,1,CY-N,1,3,1989,1/3/1989,1.258333333,103.7586111,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,20,0,0,0,0,12,0,0,21,0,0,33,0,0,0,0,0,0,22,0,0,0,0,14,0,23,0,0,0,0,0,0,4,53,0,23,0,0,0,23,0,0,0,0,0,0,10,0,0,24,0
CY-N-D0-1989-3-1-T3,SGRET1001-3,3,CY-N,1,3,1989,1/3/1989,1.258333333,103.7586111,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,30,0,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
CY-N-D0-1989-3-1-T4,SGRET1001-4,4,CY-N,1,3,1989,1/3/1989,1.258333333,103.7586111,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,0,0,18,0
CY-N-D0-1989-3-1-T5,SGRET1001-5,5,CY-N,1,3,1989,1/3/1989,1.258333333,103.7586111,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D0-1991-11-20-T1,SGRET2017-1,1,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D0-1991-11-20-T2,SGRET2017-2,2,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,19,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,37,0,0,0,0,32,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
CY-N-D0-1991-11-20-T3,SGRET2017-3,3,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
CY-N-D0-1991-11-20-T4,SGRET2017-4,4,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D0-1991-11-20-T5,SGRET2017-5,5,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,21,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,25,0
CY-N-D0-1993-7-20-T1,SGRET2056-1,1,CY-N,20,7,1993,20/7/1993,1.258333333,103.7586111,Crest,Patch,0,REST,Cyrene Reef,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0
CY-N-D0-1993-7-20-T2,SGRET2056-2,2,CY-N,20,7,1993,20/7/1993,1.258333333,103.7586111,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,13,16,0,17,13,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,17,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,2,0
CY-N-D0-1993-7-20-T3,SGRET2056-3,3,CY-N,20,7,1993,20/7/1993,1.258333333,103.7586111,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,7,0
CY-N-D0-1993-7-20-T5,SGRET2056-5,5,CY-N,20,7,1993,20/7/1993,1.258333333,103.7586111,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D0-1999-5-19-T1,SGTMS0041-1,1,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,11,143,0,22,119,5,0,0,70,0,0,0,0,5,0,0,0,0,28,0,0,0,27,0,0,0,0,0,7,0,71,0,35,0,0,0,10,0,0,0,0,0,0,31,0,0,0,0
CY-N-D0-1999-5-19-T2,SGTMS0041-2,2,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,7,0,49,0,9,0,12,32,8,12,0,40,0,0,0,0,0,33,31,0,0,0,0,71,0,38,0,15,0,0,0,0,0,141,0,13,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
CY-N-D0-1999-5-19-T3,SGTMS0041-3,3,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,54,0,21,26,30,0,0,0,101,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
CY-N-D0-1999-5-19-T4,SGTMS0041-4,4,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Crest,Patch,0,REST,Cyrene Reef,0,0,0,10,0,0,0,0,0,15,0,0,0,14,11,15,0,103,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,70,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
CY-N-D0-1999-5-19-T5,SGTMS0041-5,5,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,7,23,6,0,0,0,0,69,0,0,0,0,0,0,10,0,0,22,0,0,0,29,0,64,0,0,0,14,0,42,0,47,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
CY-N-D10-1987-5-25-T2,SGRET1004-2,2,CY-N,25,5,1987,25/5/1987,1.258333333,103.7586111,Slope,Patch,10,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D10-1987-5-25-T3,SGRET1004-3,3,CY-N,25,5,1987,25/5/1987,1.258333333,103.7586111,Slope,Patch,10,REST,Cyrene Reef,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
CY-N-D10-1987-5-25-T5,SGRET1004-5,5,CY-N,25,5,1987,25/5/1987,1.258333333,103.7586111,Slope,Patch,10,REST,Cyrene Reef,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
CY-N-D10-1999-5-19-T1,SGTMS0044-1,1,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Slope,Patch,10,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,12,0,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,166,0,41,0,0,64,0,0,0,0,14,0,0,0,0,0,0,0,0,0
CY-N-D10-1999-5-19-T2,SGTMS0044-2,2,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Slope,Patch,10,REST,Cyrene Reef,0,0,0,18,0,0,0,0,0,81,74,0,41,15,14,2,0,46,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,53,25,0,77,0,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0
CY-N-D10-1999-5-19-T3,SGTMS0044-3,3,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Slope,Patch,10,REST,Cyrene Reef,0,0,0,0,0,0,13,0,0,54,0,0,13,40,30,0,0,0,0,13,0,0,0,0,0,0,0,0,0,19,0,0,7,70,0,0,0,2,0,96,0,0,0,0,0,12,0,21,0,0,0,0,0,0,0,0,0
CY-N-D10-1999-5-19-T4,SGTMS0044-4,4,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Slope,Patch,10,REST,Cyrene Reef,0,0,0,0,0,0,9,0,0,26,17,0,21,0,34,0,0,13,0,13,0,0,0,0,0,0,0,0,0,57,0,0,37,0,0,0,0,85,0,167,0,0,34,0,0,0,0,2,0,0,0,0,0,0,0,0,0
CY-N-D10-1999-5-19-T5,SGTMS0044-5,5,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Slope,Patch,10,REST,Cyrene Reef,0,0,0,95,0,0,0,0,0,52,144,0,21,0,42,11,0,45,0,0,0,6,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,17,0,244,0,0,17,0,0,28,0,0,0,0,0,0,0,0,0,0,0
CY-N-D3-1986-4-29-T1,SGRET1002-1,1,CY-N,29,4,1986,29/4/1986,1.258333333,103.7586111,Slope,Patch,3,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,88,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D3-1986-4-29-T2,SGRET1002-2,2,CY-N,29,4,1986,29/4/1986,1.258333333,103.7586111,Slope,Patch,3,REST,Cyrene Reef,0,45,0,0,0,0,0,0,1065,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D3-1986-4-29-T3,SGRET1002-3,3,CY-N,29,4,1986,29/4/1986,1.258333333,103.7586111,Slope,Patch,3,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D3-1986-4-29-T4,SGRET1002-4,4,CY-N,29,4,1986,29/4/1986,1.258333333,103.7586111,Slope,Patch,3,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,20,230,0,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
CY-N-D3-1986-4-29-T5,SGRET1002-5,5,CY-N,29,4,1986,29/4/1986,1.258333333,103.7586111,Slope,Patch,3,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,10,100,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,0,0,0,0,0,0,0,60,0,90,0,130,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0
CY-N-D3-1991-11-20-T1,SGRET2018-1,1,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,3,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D3-1991-11-20-T2,SGRET2018-2,2,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,3,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D3-1991-11-20-T4,SGRET2018-4,4,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,3,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D3-1991-11-20-T5,SGRET2018-5,5,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,3,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D3-1993-7-9-T1,SGRET2057-1,1,CY-N,9,7,1993,9/7/1993,1.258333333,103.7586111,Slope,Patch,3,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,24,0
CY-N-D3-1993-7-9-T2,SGRET2057-2,2,CY-N,9,7,1993,9/7/1993,1.258333333,103.7586111,Slope,Patch,3,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,8,0,0,11,0,0,0,0,42,0,0,0,13,22,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,14,0
CY-N-D3-1993-7-9-T3,SGRET2057-3,3,CY-N,9,7,1993,9/7/1993,1.258333333,103.7586111,Slope,Patch,3,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,16,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,12,0,0,0,0,6,0,0,0
CY-N-D3-1993-7-9-T4,SGRET2057-4,4,CY-N,9,7,1993,9/7/1993,1.258333333,103.7586111,Slope,Patch,3,REST,Cyrene Reef,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D3-1993-7-9-T5,SGRET2057-5,5,CY-N,9,7,1993,9/7/1993,1.258333333,103.7586111,Slope,Patch,3,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D6-1991-11-20-T2,SGRET2019-2,2,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,6,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D6-1991-11-20-T3,SGRET2019-3,3,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,6,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D6-1991-11-20-T4,SGRET2019-4,4,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,6,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D6-1991-11-20-T5,SGRET2019-5,5,CY-N,20,11,1991,20/11/1991,1.258333333,103.7586111,Slope,Patch,6,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D6-1993-7-9-T1,SGRET2058-1,1,CY-N,9,7,1993,9/7/1993,1.258333333,103.7586111,Slope,Patch,6,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,0,0,0,0,21,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D6-1993-7-9-T2,SGRET2058-2,2,CY-N,9,7,1993,9/7/1993,1.258333333,103.7586111,Slope,Patch,6,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,40,0,0,0,0,5,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D6-1993-7-9-T3,SGRET2058-3,3,CY-N,9,7,1993,9/7/1993,1.258333333,103.7586111,Slope,Patch,6,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,20,0,0,0,9,32,0,0,15,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,109,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D6-1993-7-9-T4,SGRET2058-4,4,CY-N,9,7,1993,9/7/1993,1.258333333,103.7586111,Slope,Patch,6,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,14,0,0,18,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-N-D6-1993-7-9-T5,SGRET2058-5,5,CY-N,9,7,1993,9/7/1993,1.258333333,103.7586111,Slope,Patch,6,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
CY-N-D6-1999-5-19-T1,SGTMS0043-1,1,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Slope,Patch,6,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,25,94,0,0,35,0,0,0,52,238,16,0,0,0,0,0,0,12,18,0,101,0,0,0,0,0,0,0,15,380,67,0,36,23,0,0,10,0,15,0,0,0,0,0,0,0,0,0
CY-N-D6-1999-5-19-T2,SGTMS0043-2,2,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Slope,Patch,6,REST,Cyrene Reef,0,0,0,0,0,0,43,0,0,109,16,0,14,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,129,127,69,0,17,40,0,0,0,0,20,0,0,0,0,0,0,0,0,0
CY-N-D6-1999-5-19-T3,SGTMS0043-3,3,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Slope,Patch,6,REST,Cyrene Reef,0,0,0,13,0,0,16,0,0,0,0,0,0,0,54,0,0,0,262,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,325,5,0,14,0,0,0,10,0,97,0,0,0,0,0,0,0,0,0
CY-N-D6-1999-5-19-T4,SGTMS0043-4,4,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Slope,Patch,6,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,11,0,0,32,3,18,8,0,31,180,0,0,0,80,0,0,0,0,0,0,92,0,0,22,0,0,0,0,0,70,134,0,20,0,0,0,0,0,107,8,0,0,0,0,0,0,0,0
CY-N-D6-1999-5-19-T5,SGTMS0043-5,5,CY-N,19,5,1999,19/5/1999,1.258333333,103.7586111,Slope,Patch,6,REST,Cyrene Reef,0,19,0,0,0,0,0,0,0,101,186,0,19,0,17,0,0,0,6,0,0,0,12,0,26,18,0,0,0,158,0,0,286,0,0,0,0,57,27,169,0,58,59,0,0,0,0,92,0,0,0,0,14,0,0,0,0
CY-S-D0-1989-3-1-T1,SGRET1005-1,1,CY-S,1,3,1989,1/3/1989,1.257222222,103.7533333,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,22,14,7,0,0,0,0,2,7,0,0,0,0,0,0,0,0,13,0,27,0,9,0,9,0,0,0,0,0,19,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-S-D0-1989-3-1-T2,SGRET1005-2,2,CY-S,1,3,1989,1/3/1989,1.257222222,103.7533333,Crest,Patch,0,REST,Cyrene Reef,0,0,0,26,0,0,0,0,0,0,0,0,38,0,10,7,0,151,0,0,0,0,36,6,0,0,0,0,0,34,0,39,26,0,0,0,20,0,0,81,0,0,24,0,0,0,0,5,0,0,0,0,0,0,0,0,0
CY-S-D0-1989-3-1-T3,SGRET1005-3,3,CY-S,1,3,1989,1/3/1989,1.257222222,103.7533333,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,10,0,57,0,16,0,31,0,43,30,0,0,0,0,0,0,20,0,0,0,0,0,0,23,0,0,30,85,0,0,0,13,8,79,0,0,0,0,0,49,0,8,0,0,0,0,0,0,0,17,0
CY-S-D0-1989-3-1-T4,SGRET1005-4,4,CY-S,1,3,1989,1/3/1989,1.257222222,103.7533333,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,40,0,15,70,0,0,0,0,0,0,110,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-S-D0-1989-3-1-T5,SGRET1005-5,5,CY-S,1,3,1989,1/3/1989,1.257222222,103.7533333,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,30,0,0,0,0,0,0,0,35,60,0,0,0,0,0,0,0,35,15,0,0,0,0,0,0,35,0,10,10,0,0,0,0,0,10,90,0,30,0,0,0,0,0,15,10,0,0,0,0,0,0,0,0
CY-S-D0-1991-12-11-T1,SGRET2021-1,1,CY-S,11,12,1991,11/12/1991,1.257222222,103.7533333,Slope,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0
CY-S-D0-1991-12-11-T2,SGRET2021-2,2,CY-S,11,12,1991,11/12/1991,1.257222222,103.7533333,Slope,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-S-D0-1991-12-11-T4,SGRET2021-4,4,CY-S,11,12,1991,11/12/1991,1.257222222,103.7533333,Slope,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-S-D0-1991-12-11-T5,SGRET2021-5,5,CY-S,11,12,1991,11/12/1991,1.257222222,103.7533333,Slope,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CY-S-D0-1993-9-21-T1,SGRET2060-1,1,CY-S,21,9,1993,21/9/1993,1.257222222,103.7533333,Crest,Patch,0,REST,Cyrene Reef,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
CY-S-D0-1993-9-21-T2,SGRET2060-2,2,CY-S,21,9,1993,21/9/1993,1.257222222,103.7533333,Crest,Patch,0,REST,Cyrene Reef,0,0,0,45,0,0,9,0,0,0,0,0,11,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,14,0,0,56,0,0,0,0,0,0
CY-S-D0-1993-9-21-T3,SGRET2060-3,3,CY-S,21,9,1993,21/9/1993,1.257222222,103.7533333,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,23,0,0,4,16,86,0,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,17,0,0,136,0,33,0,0,0,19,0,0,0,0,0,0,0,0,0,26,0
CY-S-D0-1993-9-21-T4,SGRET2060-4,4,CY-S,21,9,1993,21/9/1993,1.257222222,103.7533333,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,68,23,0,0,17,0,0,0,0,14,0,0,0,0,0,0
CY-S-D0-1993-9-21-T5,SGRET2060-5,5,CY-S,21,9,1993,21/9/1993,1.257222222,103.7533333,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,16,0,0,0,17,0,54,61,23,0,20,11,0,0,0,42,0,0,0,0,0,0,0,17,0,0,0,0,0,0,24,0,0,74,0,20,35,0,0,0,0,13,0,0,28,0,0,0,0,22,0
CY-S-D0-1999-4-21-T1,SGTMS0045-1,1,CY-S,21,4,1999,21/4/1999,1.257222222,103.7533333,Crest,Patch,0,REST,Cyrene Reef,0,0,0,0,0,0,0,0,0,11,143,0,22,119,5,0,0,70,0,0,0,0,5,0,0,0,0,28,0,0,0,27,0,0,0,0,0,7,0,71,0,35,0,0,0,10,0,0,0,0,0,0,31,0,0,0,0
