Code,ID,Replicate,Site,Day,Month,Year,Date,Latitude,Longitude,Zone,Type,Depth,Surveyors,Reef,Acanthastrea,Acropora,Alveopora,Astreopora,Caulastraea,Coscinaraea,Cyphastrea,Dendrophyllia,Diploastrea,Echinophyllia,Echinopora,Euphyllia,Favia,Favites,Fungia,Galaxea,Gardineroseris,Goniastrea,Goniopora,Heliofungia,Heliopora,Herpolitha,Hydnophora,Leptastrea,Leptoria,Leptoseris,Lithophyllon,Lobophyllia,Madracis,Merulina,Millepora,Montastraea,Montipora,Mycedium,Oulastrea,Oulophyllia,Oxypora,Pachyseris,Pavona,Pectinia,Physogyra,Platygyra,Plerogyra,Plesiastrea,Pocillopora,Podabacia,Polyphyllia,Porites,Psammocora,Pseudosiderastrea,Scapophyllia,Stylocoeniella,Symphyllia,Trachyphyllia,Tubastraea,Turbinaria,Unknown
SE-NE-D3-1998-3-5-T2,SGTMS0034-2,2,SE-NE,5,3,1998,5/3/1998,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D3-1998-3-5-T3,SGTMS0034-3,3,SE-NE,5,3,1998,5/3/1998,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,5,3,0,0,0,0,0,7,0,9,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,135,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0
SE-NE-D3-1998-3-5-T4,SGTMS0034-4,4,SE-NE,5,3,1998,5/3/1998,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,35,0,0,0,31,0,29,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D3-1998-3-5-T5,SGTMS0034-5,5,SE-NE,5,3,1998,5/3/1998,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D3-2000-7-17-T1,SGTMS0054-1,1,SE-NE,17,7,2000,17/7/2000,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,85,0,0,44,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D3-2000-7-17-T2,SGTMS0054-2,2,SE-NE,17,7,2000,17/7/2000,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,11,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,46,0,123,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D3-2000-7-17-T3,SGTMS0054-3,3,SE-NE,17,7,2000,17/7/2000,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,0,23,6,7,0,54,0,0,0,0,0,0,0,0,0,0,0,11,0,0,30,0,0,0,0,0,18,85,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
SE-NE-D3-2000-7-17-T4,SGTMS0054-4,4,SE-NE,17,7,2000,17/7/2000,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,50,0,50,0,0,0,0,0,0,0,0,0,0,0,32,0,0,4,0,0,0,0,3,18,129,0,18,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
SE-NE-D3-2000-7-17-T5,SGTMS0054-5,5,SE-NE,17,7,2000,17/7/2000,1.218333333,103.7608333,Slope,Fringing,3,REST,Pulau Semakau,0,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,43,0,0,87,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D6-1989-3-17-T1,SGRET1035-1,1,SE-NE,17,3,1989,17/3/1989,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,5,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D6-1989-3-17-T2,SGRET1035-2,2,SE-NE,17,3,1989,17/3/1989,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,30,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D6-1989-3-17-T3,SGRET1035-3,3,SE-NE,17,3,1989,17/3/1989,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D6-1989-3-17-T4,SGRET1035-4,4,SE-NE,17,3,1989,17/3/1989,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,8,0,0,60,0,0,0,0,45,0,0,0,0,0,0,0,0,0
SE-NE-D6-1989-3-17-T5,SGRET1035-5,5,SE-NE,17,3,1989,17/3/1989,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,40,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,37,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D6-1993-9-27-T1,SGRET2090-1,1,SE-NE,27,9,1993,27/9/1993,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,25,0,113,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,16,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D6-1993-9-27-T2,SGRET2090-2,2,SE-NE,27,9,1993,27/9/1993,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,7,0,45,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,28,0,46,0,0,0,0,0,0,0,27,15,0,0,0,0,0,0,0,0
SE-NE-D6-1993-9-27-T3,SGRET2090-3,3,SE-NE,27,9,1993,27/9/1993,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,31,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
SE-NE-D6-1993-9-27-T4,SGRET2090-4,4,SE-NE,27,9,1993,27/9/1993,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D6-1993-9-27-T5,SGRET2090-5,5,SE-NE,27,9,1993,27/9/1993,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D6-1998-3-5-T1,SGTMS0035-1,1,SE-NE,5,3,1998,5/3/1998,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D6-1998-3-5-T2,SGTMS0035-2,2,SE-NE,5,3,1998,5/3/1998,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,0,0,0,0,11,0,0,61,0,0,17,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,48,0,0,0,11,0,49,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,4,0
SE-NE-D6-1998-3-5-T3,SGTMS0035-3,3,SE-NE,5,3,1998,5/3/1998,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,0,0,0,2,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,44,0,0,13,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
SE-NE-D6-1998-3-5-T4,SGTMS0035-4,4,SE-NE,5,3,1998,5/3/1998,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,30,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
SE-NE-D6-1998-3-5-T5,SGTMS0035-5,5,SE-NE,5,3,1998,5/3/1998,1.218333333,103.7608333,Slope,Fringing,6,REST,Pulau Semakau,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D0-1988-11-29-T1,SGRET1037-1,1,SE-SW,29,11,1988,29/11/1988,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,13,0,17,0,0,0,0,0,0,0,0,0,0,15,0,0,137,96,0,0,0,26,0,0,0,0,25,0,70,0,0,0,0,0,0,0,0,0,178,0,10,24,0,0,0,0,5,0,0,0,0,32,0,0,0,0
SE-SW-D0-1988-11-29-T2,SGRET1037-2,2,SE-SW,29,11,1988,29/11/1988,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,28,0,22,15,0,0,0,42,0,0,0,0,16,0,0,0,0,0,0,35,0,0,0,0,0,0,32,0,175,46,0,7,37,0,0,25,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D0-1988-11-29-T3,SGRET1037-3,3,SE-SW,29,11,1988,29/11/1988,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,33,0,0,0,0,120,0,0,0,0,40,0,258,0,0,59,0,0,0,0,90,185,155,0,50,0,0,0,0,0,15,0,0,0,0,0,0,0,30,0
SE-SW-D0-1988-11-29-T4,SGRET1037-4,4,SE-SW,29,11,1988,29/11/1988,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,20,0,100,0,0,0,35,0,0,0,0,60,0,0,0,0,20,0,0,0,0,80,0,405,0,0,285,0,0,0,0,130,0,335,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D0-1988-11-29-T5,SGRET1037-5,5,SE-SW,29,11,1988,29/11/1988,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,50,0,70,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,552,0,0,30,35,0,0,0,15,10,347,0,70,30,0,0,0,0,55,0,0,0,0,0,0,0,0,0
SE-SW-D0-1992-3-23-T1,SGRET2045-1,1,SE-SW,23,3,1992,23/3/1992,1.202777778,103.7544444,Slope,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,162,0,0,70,4,11,25,0,0,0,63,0,0,0,20,0,0,0,0,134,0,272,0,0,8,0,0,12,107,106,2,206,0,56,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D0-1992-3-23-T2,SGRET2045-2,2,SE-SW,23,3,1992,23/3/1992,1.202777778,103.7544444,Slope,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,60,0,0,0,11,0,0,0,0,47,0,186,0,0,42,0,0,0,12,291,0,351,0,21,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0
SE-SW-D0-1992-3-23-T3,SGRET2045-3,3,SE-SW,23,3,1992,23/3/1992,1.202777778,103.7544444,Slope,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,34,118,0,0,33,13,0,21,0,0,0,0,34,0,0,0,0,0,0,20,0,71,32,0,0,0,0,167,0,167,0,73,51,0,0,20,0,409,0,0,0,0,0,0,0,0,0
SE-SW-D0-1992-3-23-T4,SGRET2045-4,4,SE-SW,23,3,1992,23/3/1992,1.202777778,103.7544444,Slope,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,181,0,0,0,0,25,33,0,8,49,0,0,0,25,0,0,0,0,35,0,223,0,0,0,0,0,0,0,139,0,306,0,42,0,0,0,45,0,32,0,0,0,0,0,13,0,0,0
SE-SW-D0-1992-3-23-T5,SGRET2045-5,5,SE-SW,23,3,1992,23/3/1992,1.202777778,103.7544444,Slope,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,21,0,0,17,25,8,35,0,17,0,0,0,19,99,0,0,0,0,18,0,113,0,9,75,0,0,0,0,43,0,354,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0
SE-SW-D0-1993-10-13-T1,SGRET2092-1,1,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,27,9,46,34,0,130,281,0,0,12,52,0,0,0,0,30,0,31,0,0,98,0,0,0,0,11,0,133,0,15,277,0,0,0,0,51,0,0,0,0,7,0,0,39,0
SE-SW-D0-1993-10-13-T2,SGRET2092-2,2,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,14,0,0,0,0,13,0,0,11,106,43,18,0,48,24,0,0,254,0,0,50,65,0,0,0,0,0,0,96,0,0,56,0,0,0,0,8,62,197,0,51,0,0,0,65,0,55,0,0,0,0,0,0,0,47,0
SE-SW-D0-1993-10-13-T3,SGRET2092-3,3,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,19,0,18,0,0,0,6,0,41,23,56,14,28,18,6,0,0,53,0,0,0,0,19,0,0,6,0,20,0,172,0,0,0,0,0,0,0,0,14,179,0,0,21,0,0,0,0,24,0,0,5,0,29,0,0,0,0
SE-SW-D0-1993-10-13-T4,SGRET2092-4,4,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,67,0,43,0,14,13,0,43,184,0,0,0,53,0,0,0,0,44,0,139,0,0,78,0,0,0,0,54,81,223,0,31,52,0,0,0,0,56,0,0,0,0,0,0,0,0,0
SE-SW-D0-1993-10-13-T5,SGRET2092-5,5,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,146,24,0,73,0,9,17,0,0,102,0,0,0,0,23,0,0,0,0,160,0,233,0,0,37,0,0,0,0,32,6,126,0,106,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
SE-SW-D0-1998-2-19-T1,SGTMS0037-1,1,SE-SW,19,2,1998,19/2/1998,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,9,0,0,0,0,5,0,0,31,0,0,0,506,0,0,0,0,0,0,0,0,0,0,57,0,0,23,34,0,0,30,0,0,48,0,25,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D0-1998-2-19-T2,SGTMS0037-2,2,SE-SW,19,2,1998,19/2/1998,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,21,0,0,0,0,9,0,0,0,0,28,14,16,56,0,0,7,400,0,0,0,0,0,0,0,0,158,0,34,0,0,0,0,0,0,0,103,13,157,0,11,0,0,0,33,0,57,0,0,0,0,0,0,0,10,0
SE-SW-D0-1998-2-19-T3,SGTMS0037-3,3,SE-SW,19,2,1998,19/2/1998,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,37,0,0,0,0,24,0,0,14,267,0,0,0,43,0,0,0,0,0,0,72,0,13,0,0,0,0,0,33,0,42,0,40,0,0,0,46,0,55,53,0,0,0,0,0,0,21,0
SE-SW-D0-1998-2-19-T4,SGTMS0037-4,4,SE-SW,19,2,1998,19/2/1998,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,47,0,0,3,0,15,4,0,79,222,0,0,0,56,0,0,0,0,0,0,19,0,0,0,0,0,0,0,59,0,94,0,19,69,0,0,0,0,3,0,0,0,0,0,7,0,0,0
SE-SW-D0-1998-2-19-T5,SGTMS0037-5,5,SE-SW,19,2,1998,19/2/1998,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,39,0,0,0,0,193,42,0,0,16,22,3,0,0,42,7,0,0,0,0,0,24,0,0,0,0,56,0,0,0,0,0,0,0,0,26,93,0,0,9,0,0,23,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D0-2000-7-19-T1,SGTMS0055-1,1,SE-SW,19,7,2000,19/7/2000,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,20,0,12,69,0,0,0,0,0,22,0,0,8,0,0,0,0,0,0,0,0,42,36,0,41,0,60,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
SE-SW-D0-2000-7-19-T2,SGTMS0055-2,2,SE-SW,19,7,2000,19/7/2000,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,19,44,0,0,0,10,284,0,0,0,0,0,31,0,0,0,0,7,0,0,0,0,0,0,0,73,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D0-2000-7-19-T3,SGTMS0055-3,3,SE-SW,19,7,2000,19/7/2000,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,0,0,15,203,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,65,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D0-2000-7-19-T4,SGTMS0055-4,4,SE-SW,19,7,2000,19/7/2000,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,6,0,0,0,23,0,0,37,100,0,0,0,0,0,31,0,0,0,0,73,0,0,75,0,0,0,0,34,0,52,0,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
SE-SW-D0-2000-7-19-T5,SGTMS0055-5,5,SE-SW,19,7,2000,19/7/2000,1.202777778,103.7544444,Crest,Fringing,0,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,0,14,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D3-1986-6-13-T1,SGRET1038-1,1,SE-SW,13,6,1986,13/6/1986,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,775,0,0,0,0,0,0,0,0,0,0,10,0,0,100,0,0,0,0,73,0,170,25,40,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
SE-SW-D3-1986-6-13-T2,SGRET1038-2,2,SE-SW,13,6,1986,13/6/1986,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,145,59,0,0,45,15,0,0,0,0,0,0,0,0,0,54,0,0,0,0,165,0,0,0,170,0,0,0,156,0,259,87,8,42,0,0,0,0,119,0,0,0,0,0,0,0,0,0
SE-SW-D3-1986-6-13-T3,SGRET1038-3,3,SE-SW,13,6,1986,13/6/1986,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,35,75,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,35,0,340,0,0,0,0,0,0,40,120,0,339,0,34,0,0,0,30,0,7,0,0,0,0,0,0,0,0,0
SE-SW-D3-1986-6-13-T4,SGRET1038-4,4,SE-SW,13,6,1986,13/6/1986,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,45,0,110,0,0,25,0,0,0,0,235,0,350,10,111,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D3-1986-6-13-T5,SGRET1038-5,5,SE-SW,13,6,1986,13/6/1986,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,33,0,0,0,0,200,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,30,150,0,195,10,75,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0
SE-SW-D3-1992-3-5-T1,SGRET2046-1,1,SE-SW,5,3,1992,5/3/1992,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,22,0,0,21,0,12,0,0,36,14,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,90,19,0,252,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0
SE-SW-D3-1992-3-5-T2,SGRET2046-2,2,SE-SW,5,3,1992,5/3/1992,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,19,0,0,33,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,0,0,0,51,105,0,271,0,0,39,0,0,0,0,4,0,0,2,0,0,0,0,0,0
SE-SW-D3-1992-3-5-T3,SGRET2046-3,3,SE-SW,5,3,1992,5/3/1992,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,29,0,0,0,9,0,115,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,0
SE-SW-D3-1992-3-5-T4,SGRET2046-4,4,SE-SW,5,3,1992,5/3/1992,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,395,28,0,70,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
SE-SW-D3-1992-3-5-T5,SGRET2046-5,5,SE-SW,5,3,1992,5/3/1992,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,224,237,0,231,0,0,62,0,0,70,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D3-1993-10-13-T1,SGRET2093-1,1,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,32,0,0,0,0,0,40,0,0,44,0,43,0,15,23,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,465,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D3-1993-10-13-T2,SGRET2093-2,2,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,8,0,0,54,12,0,0,0,32,0,0,27,64,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,386,0,195,0,0,0,0,0,92,0,27,0,0,0,0,0,0,0,0,0
SE-SW-D3-1993-10-13-T3,SGRET2093-3,3,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,9,0,18,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,50,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D3-1993-10-13-T4,SGRET2093-4,4,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,14,0,32,0,0,0,146,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,118,0,42,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D3-1993-10-13-T5,SGRET2093-5,5,SE-SW,13,10,1993,13/10/1993,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,194,9,0,0,12,0,16,0,0,0,0,0,0,23,0,0,99,0,0,0,0,8,0,0,0,0,0,0,0,174,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D3-1998-2-19-T1,SGTMS0038-1,1,SE-SW,19,2,1998,19/2/1998,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,12,0,0,0,0,0,9,0,1,3,0,0,145,0,0,0,5,0,0,0,0,0,0,15,0,6,7,15,0,0,0,124,0,124,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
SE-SW-D3-1998-2-19-T2,SGTMS0038-2,2,SE-SW,19,2,1998,19/2/1998,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,6,0,0,27,33,0,0,30,15,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,21,121,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D3-1998-2-19-T3,SGTMS0038-3,3,SE-SW,19,2,1998,19/2/1998,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,0,0,0,24,0,23,0,0,19,10,0,0,11,0,0,0,0,0,0,0,34,0,0,0,0,0,0,106,183,16,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-SW-D3-1998-2-19-T4,SGTMS0038-4,4,SE-SW,19,2,1998,19/2/1998,1.202777778,103.7544444,Slope,Fringing,3,REST,Pulau Semakau,0,0,0,0,0,0,0,0,0,35,0,0,11,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,36,0,0,36,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0
