Code,ID,Location,Site,Day,Month,Year,Date,Latitude,Longitude,Zone,Type,Depth,Replicate,Surveyors,Acanthastrea,Acropora,Alveopora,Astreopora,Caulastraea,Cladopsammia,Coscinaraea,Ctenactis,Cycloseris,Cyphastrea,Diploastrea,Dipsastraea,Echinophyllia,Echinopora,Euphyllia,Favites,Fungia,Galaxea,Goniastrea,Goniopora,Heliofungia,Heliopora,Herpolitha,Hydnophora,Isopora,Leptastrea,Leptoria,Leptoseris,Lithophyllon,Lobactis,Lobophyllia,Madracis,Merulina,Micromussa,Millepora,Montipora,Mycedium,Oulastrea,Oulophyllia,Oxypora,Pachyseris,Pavona,Pectinia,Physogyra,Platygyra,Plerogyra,Plesiastrea,Pleuractis,Pocillopora,Podabacia,Polyphyllia,Porites,Psammocora,Pseudosiderastrea,Scapophyllia,Stylocoeniella,Trachyphyllia,Tubastraea,Turbinaria,Unknown
HA-NE-D3-1992-1-28-T5,SGRET2026-5,Pulau Hantu,HA-NE,28,1,1992,28/01/1992,1.226666667,103.7530556,Slope,Fringing,3,5,REST,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-NE-D6-1992-2-18-T1,SGRET2027-1,Pulau Hantu,HA-NE,18,2,1992,18/02/1992,1.226666667,103.7530556,Slope,Fringing,6,1,REST,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0,0,0,0,0,0,0,22,48,0,0,0,0,0,0,0
HA-NE-D6-1992-2-18-T2,SGRET2027-2,Pulau Hantu,HA-NE,18,2,1992,18/02/1992,1.226666667,103.7530556,Slope,Fringing,6,2,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
HA-NE-D6-1992-2-18-T5,SGRET2027-5,Pulau Hantu,HA-NE,18,2,1992,18/02/1992,1.226666667,103.7530556,Slope,Fringing,6,5,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-W-D0-1992-1-14-T1,SGRET2029-1,Pulau Hantu,HA-W,14,1,1992,14/01/1992,1.226388889,103.7466667,Slope,Fringing,0,1,REST,0,0,0,0,0,0,0,0,0,31,0,0,0,256,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0,0,85,31,0,21,77,0,0,0,0,0,64,7,0,0,0,0,0,0,0
HA-W-D0-1992-1-14-T2,SGRET2029-2,Pulau Hantu,HA-W,14,1,1992,14/01/1992,1.226388889,103.7466667,Slope,Fringing,0,2,REST,0,0,0,0,0,0,0,0,0,27,0,20,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,60,358,55,0,0,70,0,0,0,0,0,0,0,0,12,0,0,0,0,0
HA-W-D0-1992-1-14-T3,SGRET2029-3,Pulau Hantu,HA-W,14,1,1992,14/01/1992,1.226388889,103.7466667,Slope,Fringing,0,3,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0
HA-W-D0-1992-1-14-T4,SGRET2029-4,Pulau Hantu,HA-W,14,1,1992,14/01/1992,1.226388889,103.7466667,Slope,Fringing,0,4,REST,0,0,0,0,0,0,0,11,0,0,0,35,0,42,0,0,0,25,30,153,0,0,11,52,0,0,0,0,0,0,0,0,331,0,0,100,0,0,0,102,0,173,187,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-W-D0-1992-1-14-T5,SGRET2029-5,Pulau Hantu,HA-W,14,1,1992,14/01/1992,1.226388889,103.7466667,Slope,Fringing,0,5,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,110,30,11,0,0,104,0,0,0,0,0,0,0,0,0,0,0,69,0,142,0,0,480,0,0,0,0,155,109,358,0,0,25,0,0,0,0,0,50,0,0,0,0,0,0,0,0
HA-W-D3-1992-1-15-T1,SGRET2030-1,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,3,1,REST,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,99,0,98,0,0,16,0,0,0,28,0,0,0,0,0,0,0,0,0,0
HA-W-D3-1992-1-15-T2,SGRET2030-2,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,3,2,REST,0,0,0,0,0,0,0,0,0,0,0,0,90,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,15,0,0,10,73,16,146,0,0,22,0,0,0,41,0,30,0,0,0,0,0,0,0,0
HA-W-D3-1992-1-15-T3,SGRET2030-3,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,3,3,REST,0,78,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,24,35,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
HA-W-D3-1992-1-15-T4,SGRET2030-4,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,3,4,REST,0,0,0,0,0,0,0,29,0,20,0,0,30,112,16,13,0,0,25,0,0,0,0,124,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,42,24,0,81,0,0,26,0,0,29,0,0,62,0,0,0,0,0,0,0,0
HA-W-D3-1992-1-15-T5,SGRET2030-5,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,3,5,REST,0,0,0,0,0,0,0,4,0,12,0,0,0,57,0,0,17,0,0,0,14,0,14,27,0,0,0,0,0,40,0,0,244,0,0,0,0,0,0,84,49,0,207,0,0,11,0,18,0,34,0,0,0,0,35,0,0,0,0,0
HA-W-D6-1992-1-14-T1,SGRET2031-1,Pulau Hantu,HA-W,14,1,1992,14/01/1992,1.226388889,103.7466667,Slope,Fringing,6,1,REST,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-W-D6-1992-1-14-T2,SGRET2031-2,Pulau Hantu,HA-W,14,1,1992,14/01/1992,1.226388889,103.7466667,Slope,Fringing,6,2,REST,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,6,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-W-D6-1992-1-14-T3,SGRET2031-3,Pulau Hantu,HA-W,14,1,1992,14/01/1992,1.226388889,103.7466667,Slope,Fringing,6,3,REST,0,0,0,0,0,0,0,0,0,30,0,6,0,0,17,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-W-D6-1992-1-14-T4,SGRET2031-4,Pulau Hantu,HA-W,14,1,1992,14/01/1992,1.226388889,103.7466667,Slope,Fringing,6,4,REST,0,0,0,0,0,0,0,0,0,21,0,0,50,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,45,55,0,4,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
HA-W-D6-1992-1-14-T5,SGRET2031-5,Pulau Hantu,HA-W,14,1,1992,14/01/1992,1.226388889,103.7466667,Slope,Fringing,6,5,REST,0,0,0,0,0,0,0,0,0,72,0,10,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,34,0,69,8,0,0,0,0,0,0,0
HA-W-D10-1992-1-15-T1,SGRET2032-1,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,10,1,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HA-W-D10-1992-1-15-T2,SGRET2032-2,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,10,2,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,11,0,0,0,0,0,0,0,0,0,0,0,0
HA-W-D10-1992-1-15-T3,SGRET2032-3,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,10,3,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,291,0,0,0,0,0,0,0,0
HA-W-D10-1992-1-15-T4,SGRET2032-4,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,10,4,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
HA-W-D10-1992-1-15-T5,SGRET2032-5,Pulau Hantu,HA-W,15,1,1992,15/01/1992,1.226388889,103.7466667,Slope,Fringing,10,5,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0
HP-E-D0-1992-2-26-T1,SGRET2033-1,Hantu Patch,HP-E,26,2,1992,26/02/1992,1.226466667,103.7462,Slope,Patch,0,1,REST,0,0,0,0,0,0,0,0,0,72,0,0,0,28,0,0,13,47,36,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,55,0,0,0,37,0,110,101,0,0,157,0,0,0,0,0,0,0,0,23,0,0,0,0,0
HP-E-D0-1992-2-26-T2,SGRET2033-2,Hantu Patch,HP-E,26,2,1992,26/02/1992,1.226466667,103.7462,Slope,Patch,0,2,REST,0,0,0,0,0,0,0,0,0,79,0,22,0,0,0,12,0,0,31,0,0,0,0,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,47,0,17,82,0,0,44,0,0,0,37,0,0,0,0,16,0,0,0,0,0
HP-E-D0-1992-2-26-T3,SGRET2033-3,Hantu Patch,HP-E,26,2,1992,26/02/1992,1.226466667,103.7462,Slope,Patch,0,3,REST,0,0,0,0,0,0,0,0,0,13,196,50,0,43,0,124,10,0,52,0,0,0,0,0,0,0,0,0,38,0,0,0,45,0,0,0,0,0,0,192,9,0,36,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-E-D0-1992-2-26-T4,SGRET2033-4,Hantu Patch,HP-E,26,2,1992,26/02/1992,1.226466667,103.7462,Slope,Patch,0,4,REST,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,208,0,0,0,17,0,0,55,46,330,183,0,27,245,0,0,0,22,0,0,0,0,0,0,0,0,0,0
HP-E-D0-1992-2-26-T5,SGRET2033-5,Hantu Patch,HP-E,26,2,1992,26/02/1992,1.226466667,103.7462,Slope,Patch,0,5,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,12,0,0,0,25,0,35,59,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-E-D3-1992-2-25-T1,SGRET2034-1,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,3,1,REST,0,0,0,0,0,0,0,0,0,27,0,0,77,101,0,0,0,10,0,0,0,0,0,0,0,0,0,0,23,0,0,0,74,0,0,0,24,0,0,80,64,0,153,0,43,75,0,10,0,0,0,33,0,0,17,0,0,0,0,0
HP-E-D3-1992-2-25-T2,SGRET2034-2,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,3,2,REST,0,0,0,0,0,0,0,9,0,22,0,0,16,0,22,0,51,17,0,75,0,0,0,0,0,0,0,0,35,0,0,0,24,0,0,64,0,0,0,17,0,0,239,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-E-D3-1992-2-25-T3,SGRET2034-3,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,3,3,REST,0,0,0,80,0,0,0,0,0,0,0,41,0,112,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,43,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-E-D3-1992-2-25-T4,SGRET2034-4,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,3,4,REST,0,0,0,0,0,0,0,0,6,11,0,77,0,6,0,11,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,98,0,96,0,0,21,0,0,0,9,0,12,0,0,0,0,0,0,0,0
HP-E-D3-1992-2-25-T5,SGRET2034-5,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,3,5,REST,0,0,0,0,0,0,0,0,0,0,0,93,12,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,11,0,0,66,0,0,197,0,0,0,0,0,0,0,0,21,0,0,0,0,0
HP-E-D6-1992-2-25-T1,SGRET2035-1,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,6,1,REST,0,0,0,0,0,0,0,0,0,4,0,10,0,21,0,50,5,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,30,0,0,0,0,0,0,37,0,8,167,0,0,7,0,13,0,10,0,0,0,0,0,0,0,0,0,0
HP-E-D6-1992-2-25-T2,SGRET2035-2,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,6,2,REST,0,0,0,0,0,0,0,0,0,8,0,21,19,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,27,0,0,0,57,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-E-D6-1992-2-25-T3,SGRET2035-3,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,6,3,REST,0,0,0,0,0,0,0,16,0,0,0,40,85,0,0,11,24,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,55,14,9,146,0,0,46,0,7,0,0,0,0,0,0,0,0,0,0,0,0
HP-E-D6-1992-2-25-T4,SGRET2035-4,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,6,4,REST,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,56,0,0,0,0,0,0,0,24,28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-E-D6-1992-2-25-T5,SGRET2035-5,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,6,5,REST,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,101,0,13,0,0,52,0,0,0,27,0,42,0,0,0,0,0,0,0,0
HP-E-D10-1992-2-25-T2,SGRET2036-2,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,10,2,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-E-D10-1992-2-25-T4,SGRET2036-4,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,10,4,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-E-D10-1992-2-25-T5,SGRET2036-5,Hantu Patch,HP-E,25,2,1992,25/02/1992,1.226466667,103.7462,Slope,Patch,10,5,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D0-1992-2-26-T1,SGRET2037-1,Hantu Patch,HP-W,26,2,1992,26/02/1992,1.226388889,103.7455556,Slope,Patch,0,1,REST,0,251,0,0,0,0,0,13,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,125,0,0,0,0,12,0,0,0,75,0,0,239,0,0,0,0,0,15,134,0,0,0,0,0,0,0,0,57,163,0,0,0,0,0,0,0
HP-W-D0-1992-2-26-T2,SGRET2037-2,Hantu Patch,HP-W,26,2,1992,26/02/1992,1.226388889,103.7455556,Slope,Patch,0,2,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,443,0,0,0,39,152,0,0,0,0,95,22,0,0,0,0,0,0,0,161,0,0,74,0,0,41,6,9,35,241,0,0,0,0,0,0,0,0,46,47,0,0,0,0,0,0,0
HP-W-D0-1992-2-26-T3,SGRET2037-3,Hantu Patch,HP-W,26,2,1992,26/02/1992,1.226388889,103.7455556,Slope,Patch,0,3,REST,0,0,0,0,0,0,0,0,0,0,0,19,0,585,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0,30,0,0,0,0,55,156,159,0,0,0,0,0,0,0,0,29,33,0,54,0,0,0,0,0
HP-W-D0-1992-2-26-T4,SGRET2037-4,Hantu Patch,HP-W,26,2,1992,26/02/1992,1.226388889,103.7455556,Slope,Patch,0,4,REST,0,0,0,0,0,0,0,39,0,0,0,0,23,37,0,0,15,888,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,101,0,0,0,0,0,0,11,0,98,12,0,18,0,0,0,0,0
HP-W-D0-1992-2-26-T5,SGRET2037-5,Hantu Patch,HP-W,26,2,1992,26/02/1992,1.226388889,103.7455556,Slope,Patch,0,5,REST,0,0,0,0,0,0,0,0,0,0,0,26,49,77,24,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,19,0,0,38,0,0,386,91,0,8,0,0,0,0,0,0,195,0,0,45,0,0,0,0,0
HP-W-D3-1992-2-24-T1,SGRET2038-1,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,3,1,REST,0,0,0,0,0,0,11,30,0,0,0,0,175,0,0,0,12,0,66,0,0,0,0,18,0,0,0,0,57,0,19,0,49,0,0,0,32,0,0,52,35,16,208,0,0,15,0,22,0,16,0,114,63,0,0,0,0,0,0,0
HP-W-D3-1992-2-24-T2,SGRET2038-2,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,3,2,REST,0,0,0,0,0,0,0,0,0,0,0,8,50,0,0,11,10,0,22,8,0,0,0,44,0,0,0,0,67,0,0,0,43,0,0,0,0,0,0,231,0,30,335,0,0,0,0,12,0,108,0,56,36,0,0,0,0,0,0,0
HP-W-D3-1992-2-24-T3,SGRET2038-3,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,3,3,REST,0,0,0,0,0,0,0,34,0,0,0,0,42,190,17,61,88,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,34,0,0,0,54,118,27,135,0,0,0,0,0,0,25,0,0,22,0,0,0,0,0,0,0
HP-W-D3-1992-2-24-T4,SGRET2038-4,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,3,4,REST,0,0,0,0,0,0,0,45,0,0,0,0,100,34,33,13,81,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,115,94,0,171,0,0,31,0,0,0,74,0,0,22,0,0,0,0,0,0,0
HP-W-D3-1992-2-24-T5,SGRET2038-5,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,3,5,REST,0,0,0,0,0,0,0,0,0,0,0,0,92,0,43,22,33,240,31,8,0,0,0,9,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,55,90,8,87,0,0,0,0,0,0,13,0,0,7,0,10,0,0,0,0,0
HP-W-D6-1992-2-24-T1,SGRET2039-1,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,6,1,REST,0,0,0,98,0,0,0,29,0,36,0,0,0,0,0,0,33,0,0,0,0,0,22,8,0,0,0,0,70,0,0,0,5,0,0,103,0,0,0,49,109,27,145,0,0,18,0,0,0,0,0,45,0,0,28,0,0,0,0,0
HP-W-D6-1992-2-24-T2,SGRET2039-2,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,6,2,REST,0,0,0,20,0,0,0,82,0,5,0,0,59,0,17,0,10,0,35,0,0,0,12,0,0,0,0,0,65,0,0,0,0,0,0,15,0,0,0,0,71,22,217,0,0,39,0,0,0,0,0,20,0,0,82,0,0,0,0,0
HP-W-D6-1992-2-24-T3,SGRET2039-3,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,6,3,REST,0,0,0,0,0,0,0,33,0,23,0,16,243,0,0,0,18,22,33,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,22,17,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
HP-W-D6-1992-2-24-T4,SGRET2039-4,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,6,4,REST,0,0,0,0,0,0,0,23,0,0,0,8,148,0,0,0,0,18,0,10,0,0,15,0,0,0,0,0,46,0,0,0,0,0,0,0,42,0,0,133,13,34,116,0,0,0,0,10,0,85,0,23,0,0,19,0,0,0,0,0
HP-W-D6-1992-2-24-T5,SGRET2039-5,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,6,5,REST,0,25,0,0,0,0,0,32,0,14,0,21,20,24,0,0,0,41,0,34,0,0,0,0,0,0,0,0,35,0,0,0,64,0,0,0,0,0,0,117,69,9,91,0,0,28,0,0,0,42,0,0,0,0,0,0,9,0,0,0
HP-W-D10-1992-2-24-T1,SGRET2040-1,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,10,1,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D10-1992-2-24-T2,SGRET2040-2,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,10,2,REST,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,14,0,0,0,0,19,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0
HP-W-D10-1992-2-24-T3,SGRET2040-3,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,10,3,REST,0,0,0,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15,0,0,0,39,0,26,0,0,0,0,0,0,0,0
HP-W-D10-1992-2-24-T4,SGRET2040-4,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,10,4,REST,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D10-1992-2-24-T5,SGRET2040-5,Hantu Patch,HP-W,24,2,1992,24/02/1992,1.226388889,103.7455556,Slope,Patch,10,5,REST,0,0,0,0,0,0,0,0,0,10,0,0,0,0,22,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,103,0,0,0,0,18,0,0,0,30,0,0,0,0,0,0,0,0
SE-NE-D0-1992-3-24-T1,SGRET2041-1,Pulau Semakau,SE-NE,24,3,1992,24/03/1992,1.218333333,103.7608333,Slope,Fringing,0,1,REST,0,0,0,0,0,0,0,0,0,0,49,11,0,126,0,32,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,11,0,0,0,0,33,0,41,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
SE-NE-D0-1992-3-24-T2,SGRET2041-2,Pulau Semakau,SE-NE,24,3,1992,24/03/1992,1.218333333,103.7608333,Slope,Fringing,0,2,REST,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,9,0,0,0,0,17,0,0,0,0,0,0,32,0,0,0,0,97,0,0,0,0,0,23,25,0,15,32,0,0,0,0,0,24,0,0,0,0,0,0,0,0
SE-NE-D0-1992-3-24-T3,SGRET2041-3,Pulau Semakau,SE-NE,24,3,1992,24/03/1992,1.218333333,103.7608333,Slope,Fringing,0,3,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D0-1992-3-24-T4,SGRET2041-4,Pulau Semakau,SE-NE,24,3,1992,24/03/1992,1.218333333,103.7608333,Slope,Fringing,0,4,REST,0,0,0,0,0,0,0,0,0,0,345,0,20,45,14,15,0,0,0,0,0,0,0,0,0,0,0,0,29,0,9,0,28,0,0,32,0,0,0,0,5,0,60,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SE-NE-D0-1992-3-24-T5,SGRET2041-5,Pulau Semakau,SE-NE,24,3,1992,24/03/1992,1.218333333,103.7608333,Slope,Fringing,0,5,REST,0,0,0,24,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,10,0,0,0,0,0,0,45,0,0,0,58,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,26,0
