Code,ID,Location,Site,Day,Month,Year,Date,Latitude,Longitude,Zone,Type,Depth,Replicate,Surveyors,Acanthastrea_echinata,Acanthastrea_rotundoflora,Acropora_abrotanoides,Acropora_aculeus,Acropora_acuminata,Acropora_anthocercis,Acropora_austera,Acropora_chesterfieldensis,Acropora_divaricata,Acropora_elseyi,Acropora_grandis,Acropora_horrida,Acropora_hyacinthus,Acropora_lutkeni,Acropora_microphthalma,Acropora_muricata,Acropora_nana,Acropora_nasuta,Acropora_robusta,Acropora_selago,Acropora_tenuis,Acropora_valida,Acropora_verweyi,Alveopora_allingi,Alveopora_marionensis,Alveopora_tizardi,Astrea_annuligera,Astrea_curta,Astreopora_cucullata,Astreopora_expansa,Astreopora_gracilis,Astreopora_incrustans,Astreopora_listeri,Astreopora_myriophthalma,Bernardpora_stutchburyi,Caulastraea_echinulata,Cladopsammia_gracilis,Coelastrea_incrustans,Coscinaraea_columna,Coscinaraea_exesa,Ctenactis_crassa,Ctenactis_echinata,Cycloseris_costulata,Cycloseris_explanulata,Cycloseris_mokai,Cycloseris_vaughani,Cyphastrea_chalcidicum,Cyphastrea_microphthalma,Cyphastrea_serailia,Danafungia_horrida,Danafungia_scruposa,Diploastrea_heliopora,Dipsastraea_amicorum,Dipsastraea_danai,Dipsastraea_favus,Dipsastraea_laxa,Dipsastraea_lizardensis,Dipsastraea_maritima,Dipsastraea_matthaii,Dipsastraea_maxima,Dipsastraea_mirabilis,Dipsastraea_pallida,Dipsastraea_rotumana,Dipsastraea_speciosa,Dipsastraea_veroni,Duncanopsammia_peltata,Echinophyllia_aspera,Echinophyllia_echinoporoides,Echinophyllia_glabra,Echinopora_gemmacea,Echinopora_hirsutissima,Echinopora_horrida,Echinopora_lamellosa,Echinopora_pacifica,Euphyllia_glabrescens,Favites_abdita,Favites_chinensis,Favites_complanata,Favites_flexuosa,Favites_halicora,Favites_magnistellata,Favites_paraflexuosus,Favites_pentagona,Favites_rotundata,Favites_valenciennesi,Fimbriaphyllia_ancora,Fimbriaphyllia_divisa,Fimbriaphyllia_paradivisa,Fungia_fungites,Galaxea_astreata,Galaxea_fascicularis,Goniastrea_edwardsi,Goniastrea_favulus,Goniastrea_pectinata,Goniastrea_retiformis,Goniastrea_stelligera,Goniopora_columna,Goniopora_djiboutiensis,Goniopora_fruticosa,Goniopora_lobata,Goniopora_pandoraensis,Goniopora_pedunculata,Goniopora_pendulus,Goniopora_somaliensis,Goniopora_stokesi,Goniopora_tenuidens,Heliofungia_actiniformis,Heliopora_coerulea,Herpolitha_limax,Homophyllia_bowerbanki,Hydnophora_exesa,Hydnophora_grandis,Hydnophora_rigida,Isopora_brueggemanni,Leptastrea_purpurea,Leptastrea_transversa,Leptoria_phrygia,Leptoseris_explanata,Leptoseris_scabra,Lithophyllon_concinna,Lithophyllon_repanda,Lithophyllon_scabra,Lithophyllon_undulatum,Lobactis_scutaria,Lobophyllia_agaricia,Lobophyllia_corymbosa,Lobophyllia_flabelliformis,Lobophyllia_hataii,Lobophyllia_hemprichii,Lobophyllia_radians,Lobophyllia_recta,Lobophyllia_robusta,Lobophyllia_valenciennesii,Madracis_kirbyi,Merulina_ampliata,Merulina_scabricula,Micromussa_amakusensis,Millepora_exaesa,Montipora_aequituberculata,Montipora_angulata,Montipora_capricornis,Montipora_corbettensis,Montipora_crassituberculata,Montipora_danae,Montipora_digitata,Montipora_efflorescens,Montipora_foliosa,Montipora_grisea,Montipora_hispida,Montipora_hoffmeisteri,Montipora_informis,Montipora_millepora,Montipora_mollis,Montipora_monasteriata,Montipora_samarensis,Montipora_spongodes,Montipora_spumosa,Montipora_stellata,Montipora_tuberculosa,Montipora_turgescens,Montipora_undata,Montipora_venosa,Montipora_verrucosa,Mycedium_elephantotus,Oulastrea_crispata,Oulophyllia_bennettae,Oulophyllia_crispa,Oxypora_crassispinosa,Oxypora_echinata,Oxypora_lacera,Pachyseris_rugosa,Pachyseris_speciosa,Paragoniastrea_australensis,Paragoniastrea_russelli,Pavona_cactus,Pavona_clavus,Pavona_decussata,Pavona_explanulata,Pavona_frondifera,Pavona_varians,Pectinia_alcicornis,Pectinia_crassa,Pectinia_lactuca,Pectinia_paeonia,Physogyra_lichtensteini,Platygyra_daedalea,Platygyra_lamellina,Platygyra_pini,Platygyra_sinensis,Platygyra_verweyi,Plerogyra_sinuosa,Plesiastrea_versipora,Pleuractis_moluccensis,Pleuractis_paumotensis,Pocillopora_acuta,Podabacia_crustacea,Podabacia_motuporensis,Polyphyllia_talpina,Porites_australiensis,Porites_cylindrica,Porites_deformis,Porites_lichen,Porites_lobata,Porites_lutea,Porites_monticulosa,Porites_murrayensis,Porites_nigrescens,Porites_rus,Porites_solida,Porites_stephensoni,Porites_vaughani,Psammocora_contigua,Psammocora_haimiana,Psammocora_nierstraszi,Pseudosiderastrea_tayamai,Scapophyllia_cylindrica,Stylocoeniella_armata,Trachyphyllia_geoffroyi,Tubastraea_diaphana,Tubastraea_micranthus,Turbinaria_frondens,Turbinaria_irregularis,Turbinaria_mesenterina,Turbinaria_radicalis,Turbinaria_reniformis,Turbinaria_stellulata,Unknown
HP-W-D3-1986-6-19-T1,SGRET1022-1,Hantu Patch,HP-W,19,6,1986,19/6/1986,1.226388889,103.7455556,Slope,Patch,3,1,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,19,0,0,0,0,0,0,1364,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,11,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D3-1986-6-19-T2,SGRET1022-2,Hantu Patch,HP-W,19,6,1986,19/6/1986,1.226388889,103.7455556,Slope,Patch,3,2,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,5,43,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D3-1986-6-19-T3,SGRET1022-3,Hantu Patch,HP-W,19,6,1986,19/6/1986,1.226388889,103.7455556,Slope,Patch,3,3,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,26,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,28,0,0,0,0,0,30,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D3-1986-6-19-T4,SGRET1022-4,Hantu Patch,HP-W,19,6,1986,19/6/1986,1.226388889,103.7455556,Slope,Patch,3,4,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,30,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D3-1986-6-19-T5,SGRET1022-5,Hantu Patch,HP-W,19,6,1986,19/6/1986,1.226388889,103.7455556,Slope,Patch,3,5,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,90,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D6-1988-9-12-T1,SGRET1023-1,Hantu Patch,HP-W,12,9,1988,12/9/1988,1.226388889,103.7455556,Slope,Patch,6,1,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,160,0,0,20,0,0,0,0,0,0,0,0,0,30,0,0,30,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D6-1988-9-12-T2,SGRET1023-2,Hantu Patch,HP-W,12,9,1988,12/9/1988,1.226388889,103.7455556,Slope,Patch,6,2,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,140,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D6-1988-9-12-T3,SGRET1023-3,Hantu Patch,HP-W,12,9,1988,12/9/1988,1.226388889,103.7455556,Slope,Patch,6,3,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,60,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,20,10,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
HP-W-D6-1988-9-12-T4,SGRET1023-4,Hantu Patch,HP-W,12,9,1988,12/9/1988,1.226388889,103.7455556,Slope,Patch,6,4,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,50,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D6-1988-9-12-T5,SGRET1023-5,Hantu Patch,HP-W,12,9,1988,12/9/1988,1.226388889,103.7455556,Slope,Patch,6,5,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,50,60,0,0,150,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D10-1987-5-18-T1,SGRET1024-1,Hantu Patch,HP-W,18,5,1987,18/5/1987,1.226388889,103.7455556,Slope,Patch,10,1,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
HP-W-D10-1987-5-18-T2,SGRET1024-2,Hantu Patch,HP-W,18,5,1987,18/5/1987,1.226388889,103.7455556,Slope,Patch,10,2,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D10-1987-5-18-T3,SGRET1024-3,Hantu Patch,HP-W,18,5,1987,18/5/1987,1.226388889,103.7455556,Slope,Patch,10,3,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D10-1987-5-18-T4,SGRET1024-4,Hantu Patch,HP-W,18,5,1987,18/5/1987,1.226388889,103.7455556,Slope,Patch,10,4,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HP-W-D10-1987-5-18-T5,SGRET1024-5,Hantu Patch,HP-W,18,5,1987,18/5/1987,1.226388889,103.7455556,Slope,Patch,10,5,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RL-E-D0-1988-5-26-T1,SGRET1025-1,Raffles Lighthouse,RL-E,26,5,1988,26/5/1988,1.160555556,103.7415278,Crest,Fringing,0,1,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,100,0,0,0,310,0,0,0,0,55,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,120,0,0,0,0,0,10,50,20,0,0,0,30,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
RL-E-D0-1988-5-26-T2,SGRET1025-2,Raffles Lighthouse,RL-E,26,5,1988,26/5/1988,1.160555556,103.7415278,Crest,Fringing,0,2,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,70,0,0,20,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0
RL-E-D0-1988-5-26-T3,SGRET1025-3,Raffles Lighthouse,RL-E,26,5,1988,26/5/1988,1.160555556,103.7415278,Crest,Fringing,0,3,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,30,0,0,0,0,0,60,0,120,200,30,0,0,0,0,0,0,0,0,0,0,0,0,95,30,0,50,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,40,0,0,0,0,0,60,20,0,0,0,0,0,0,0,0,0,20,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,190,0,30,0,0,0,0,0,0,0,0,0,0,0
RL-E-D0-1988-5-26-T4,SGRET1025-4,Raffles Lighthouse,RL-E,26,5,1988,26/5/1988,1.160555556,103.7415278,Crest,Fringing,0,4,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,10,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,300,0,0,0,0,0,0,0,0,30,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0
RL-E-D0-1988-5-26-T5,SGRET1025-5,Raffles Lighthouse,RL-E,26,5,1988,26/5/1988,1.160555556,103.7415278,Crest,Fringing,0,5,REST,0,0,0,0,0,0,75,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,25,0,0,20,0,0,25,0,0,0,0,0,0,0,15,110,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,35,0,0,0,0,0,50,579,0,0,0,0,0,0,0,0,15,0,0,0,0,0,20,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,10,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RL-E-D3-1987-9-25-T1,SGRET1026-1,Raffles Lighthouse,RL-E,25,9,1987,25/9/1987,1.160555556,103.7415278,Slope,Fringing,3,1,REST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
